Gene_symbol	Gene_chr	Gene_TSS	Peak_chr	Peak_start	Peak_end	Looping_prob	TFs(binding prob)
TNIP1	chr5	151087685	chr5	150644260	150645114	0.969031	RARA,(0.997002997002997),NR4A2,(0.985014985014985),ESRRG,(0.983016983016983),NR4A3,(0.979020979020979),ESRRB,(0.974025974025974),ESR2,(0.947052947052947),ESRRA,(0.944055944055944),PPARA,(0.925074925074925),NR4A1,(0.835164835164835),
TNIP1	chr5	151087685	chr5	151051501	151052436	0.966034	TFCP2,(0.999000999000999),RXRB,(0.991008991008991),CREB3L2,(0.988011988011988),MXI1,(0.986013986013986),NPAS2,(0.982017982017982),ZNF784,(0.981018981018981),NR2F6,(0.976023976023976),ZIC3,(0.969030969030969),RXRA,(0.968031968031968),HEY1,(0.951048951048951),NR1I3,(0.947052947052947),HLTF,(0.927072927072927),NR1I2,(0.922077922077922),RORA,(0.898101898101898),ZIC1,(0.897102897102897),GLIS1,(0.894105894105894),RORB,(0.861138861138861),RORC,(0.823176823176823),USF1,(0.817182817182817),
TNIP1	chr5	151087685	chr5	151099793	151100751	0.976024	ESR1,(0.878121878121878),TP73,(0.862137862137862),
TNIP1	chr5	151087685	chr5	151121542	151122498	0.95005	MITF,(0.972027972027972),NR4A3,(0.967032967032967),JUNB,(0.957042957042957),HES1,(0.939060939060939),PPARD,(0.93006993006993),USF2,(0.888111888111888),JUN,(0.885114885114885),NR2F1,(0.883116883116883),BACH2,(0.859140859140859),ZKSCAN4,(0.853146853146853),BACH1,(0.813186813186813),NFE2,(0.803196803196803),
TNS3	chr7	47582111	chr7	47314904	47315841	0.992008	HEY1,(0.973026973026973),TCF7L2,(0.959040959040959),HLTF,(0.898101898101898),
TNS3	chr7	47582111	chr7	47327673	47328675	0.984016	KLF3,(0.995004995004995),MEIS2,(0.98001998001998),PPARD,(0.959040959040959),HES1,(0.954045954045954),NR2E1,(0.909090909090909),
TOGARAM2	chr2	28981297	chr2	28677888	28678864	0.997003	RXRB,(0.99000999000999),NR4A2,(0.985014985014985),HEY1,(0.963036963036963),CREB3L2,(0.958041958041958),NR2F2,(0.957042957042957),BACH2,(0.956043956043956),NR1I3,(0.952047952047952),MXI1,(0.946053946053946),PPARG,(0.927072927072927),NR3C1,(0.918081918081918),ESRRG,(0.892107892107892),NR4A3,(0.891108891108891),RXRA,(0.881118881118881),NR1I2,(0.86013986013986),PPARD,(0.832167832167832),NR4A1,(0.816183816183816),TGIF2,(0.801198801198801),
TOMM70	chr3	100401089	chr3	100102472	100103420	0.964036	NR4A3,(0.968031968031968),ESRRG,(0.949050949050949),NR3C1,(0.939060939060939),TP73,(0.932067932067932),PPARD,(0.864135864135864),
TOMM70	chr3	100401089	chr3	100103770	100104661	0.958042	TFCP2,(0.986013986013986),RARA,(0.975024975024975),HNF4G,(0.942057942057942),NR2F1,(0.94005994005994),NR1H4,(0.903096903096903),RORA,(0.878121878121878),NR4A3,(0.876123876123876),NR2F2,(0.873126873126873),CREB3L1,(0.862137862137862),RARB,(0.824175824175824),MYF5,(0.82017982017982),NR2C1,(0.818181818181818),
TP53INP2	chr20	34704343	chr20	34627294	34628236	0.991009	NR4A2,(0.971028971028971),JDP2,(0.963036963036963),JUN,(0.961038961038961),NR4A3,(0.927072927072927),MTF1,(0.921078921078921),
TP53INP2	chr20	34704343	chr20	34907485	34908467	0.97003	FOSL1,(0.97002997002997),JUN,(0.966033966033966),PPARG,(0.949050949050949),TFCP2,(0.944055944055944),SMARCC1,(0.916083916083916),JUNB,(0.904095904095904),FOSL2,(0.902097902097902),KLF3,(0.884115884115884),TFCP2L1,(0.878121878121878),NR2E1,(0.857142857142857),TGIF2,(0.856143856143856),FOSB,(0.855144855144855),NR2F2,(0.815184815184815),
TPT1-AS1	chr13	45341344	chr13	45414200	45415257	0.988012	NR2E1,(0.983016983016983),TEAD1,(0.955044955044955),HES1,(0.951048951048951),MEIS1,(0.945054945054945),SNAI2,(0.868131868131868),NR2C1,(0.851148851148851),
TPT1-AS1	chr13	45341344	chr13	45433043	45433999	0.967033	RORC,(1),NR4A2,(1),RXRA,(0.999000999000999),NR3C1,(0.996003996003996),RXRG,(0.926073926073926),NR2F6,(0.823176823176823),
TRAK1	chr3	42087199	chr3	42013200	42014121	0.99001	ZIC1,(0.895104895104895),
TRAK1	chr3	42087199	chr3	42114947	42115875	0.991009	HNF4G,(0.935064935064935),TCF7L2,(0.932067932067932),NR4A2,(0.92007992007992),TEAD1,(0.912087912087912),RXRA,(0.91008991008991),PPARA,(0.904095904095904),PPARD,(0.853146853146853),
TRAK1	chr3	42087199	chr3	42121908	42122870	0.959041	ESRRA,(1),TFCP2L1,(1),ESRRB,(0.999000999000999),NR4A1,(0.991008991008991),ESRRG,(0.987012987012987),NR2E1,(0.978021978021978),KLF3,(0.9000999000999),TP73,(0.873126873126873),NR4A2,(0.841158841158841),
TRIM25	chr17	56914049	chr17	56911982	56912899	0.994006	OSR1,(1),RARA,(0.999000999000999),NR4A2,(0.999000999000999),NR4A1,(0.998001998001998),ESRRG,(0.998001998001998),HNF4G,(0.995004995004995),NR4A3,(0.988011988011988),HNF4A,(0.972027972027972),NR2F2,(0.97002997002997),GLIS1,(0.957042957042957),NR6A1,(0.957042957042957),ESR1,(0.933066933066933),GLI1,(0.925074925074925),RORB,(0.915084915084915),
TRIM25	chr17	56914049	chr17	57096463	57097267	0.986014	RXRA,(0.986013986013986),ESR2,(0.979020979020979),NR4A3,(0.963036963036963),NR4A2,(0.951048951048951),NR3C1,(0.946053946053946),PPARG,(0.921078921078921),RORA,(0.904095904095904),NR2F6,(0.864135864135864),ESRRA,(0.839160839160839),
TRIM55	chr8	66127128	chr8	65786443	65787364	0.956044	FOS,(0.896103896103896),NR2E1,(0.887112887112887),PGR,(0.865134865134865),JUN,(0.8001998001998),
TSC22D3	chrX	107775988	chrX	107746379	107748216	0.959041	NR2F2,(0.944055944055944),HNF4A,(0.896103896103896),PPARG,(0.877122877122877),NR1I2,(0.854145854145854),HNF4G,(0.809190809190809),NR5A1,(0.808191808191808),
UBE2G1	chr17	4366674	chr17	4609596	4610453	0.958042	CREB3L1,(0.999000999000999),NFE2,(0.932067932067932),GCM1,(0.893106893106893),MEIS1,(0.878121878121878),
UGP2	chr2	63840968	chr2	63710408	63711341	0.976024	HES1,(0.951048951048951),BACH1,(0.943056943056943),JDP2,(0.941058941058941),PPARD,(0.908091908091908),
UGP2	chr2	63840968	chr2	63742995	63743924	0.988012	PPARD,(0.9000999000999),
UGP2	chr2	63840968	chr2	63841402	63842089	0.985015	RARA,(0.96003996003996),ESR2,(0.934065934065934),TFCP2L1,(0.804195804195804),
UNC13B	chr9	35162008	chr9	35517298	35518309	0.959041	ESR2,(0.999000999000999),TCF7L2,(0.996003996003996),ESR1,(0.995004995004995),PPARG,(0.987012987012987),RHOXF1,(0.947052947052947),PPARD,(0.937062937062937),
UQCR11	chr19	1605462	chr19	1387849	1388687	0.967033	TFEB,(0.953046953046953),CREB3L2,(0.947052947052947),NR2F6,(0.946053946053946),ESRRG,(0.945054945054945),USF1,(0.876123876123876),GLIS1,(0.854145854145854),ESRRA,(0.827172827172827),ATF3,(0.817182817182817),NR4A2,(0.805194805194805),ESRRB,(0.8001998001998),
UQCRFS1	chr19	29213151	chr19	29708423	29709418	0.966034	ZIC1,(1),PPARD,(1),NR4A1,(1),ESRRG,(1),ESRRB,(0.999000999000999),NR4A2,(0.999000999000999),NR2F1,(0.999000999000999),TCF7L2,(0.999000999000999),ESRRA,(0.997002997002997),NR3C1,(0.995004995004995),HNF4G,(0.995004995004995),KLF8,(0.991008991008991),HNF4A,(0.981018981018981),ZIC3,(0.973026973026973),BACH2,(0.971028971028971),PPARA,(0.912087912087912),
USP36	chr17	78840527	chr17	78734676	78735588	0.959041	ZNF784,(1),RXRA,(1),NR1H3,(0.998001998001998),RXRG,(0.998001998001998),NR4A2,(0.987012987012987),
VAC14	chr16	70801158	chr16	70493757	70494690	0.959041	NFE2,(1),MAF,(0.997002997002997),ZIC3,(0.994005994005994),TCF7L2,(0.988011988011988),NR4A2,(0.963036963036963),BACH2,(0.961038961038961),BACH1,(0.935064935064935),MYF5,(0.806193806193806),
VEGFA	chr6	43770208	chr6	43696286	43697152	0.992008	NR4A1,(0.979020979020979),NR3C1,(0.974025974025974),HES1,(0.971028971028971),ESR1,(0.955044955044955),ZNF784,(0.838161838161838),
VEGFA	chr6	43770208	chr6	43698338	43699320	0.994006	ATOH1,(0.982017982017982),HNF4G,(0.978021978021978),NR4A3,(0.942057942057942),NR2F1,(0.914085914085914),KLF3,(0.869130869130869),NR4A2,(0.865134865134865),RARB,(0.858141858141858),
VEGFA	chr6	43770208	chr6	43774612	43775464	0.983017	PPARG,(0.952047952047952),RARA,(0.946053946053946),TFCP2,(0.945054945054945),NR3C1,(0.941058941058941),ESR2,(0.883116883116883),RORA,(0.874125874125874),KLF3,(0.872127872127872),ZKSCAN4,(0.868131868131868),MTF1,(0.832167832167832),PPARD,(0.828171828171828),RXRA,(0.825174825174825),
VEGFA	chr6	43770208	chr6	43786602	43788127	0.987013	HEY1,(0.997002997002997),NR1H4,(0.984015984015984),TFEB,(0.977022977022977),MXI1,(0.973026973026973),RORC,(0.967032967032967),GLI1,(0.953046953046953),PPARD,(0.951048951048951),ZNF784,(0.945054945054945),MYC,(0.94005994005994),ZNF691,(0.908091908091908),MEIS1,(0.851148851148851),
VEGFA	chr6	43770208	chr6	44002299	44003283	0.981019	HEY1,(1),FOSL1,(1),MYC,(0.999000999000999),TCF7L2,(0.999000999000999),MXI1,(0.998001998001998),ZIC3,(0.998001998001998),FOSB,(0.997002997002997),CREB3L2,(0.992007992007992),SMARCC1,(0.977022977022977),NPAS2,(0.96003996003996),GLI1,(0.865134865134865),
VEGFA	chr6	43770208	chr6	44004917	44005885	0.984016	RARA,(1),ESR1,(0.999000999000999),ESR2,(0.999000999000999),ZIC3,(0.998001998001998),NR4A3,(0.997002997002997),NR4A2,(0.991008991008991),ESRRA,(0.989010989010989),TEAD1,(0.979020979020979),ESRRB,(0.968031968031968),NR3C1,(0.966033966033966),ATOH1,(0.966033966033966),NR4A1,(0.963036963036963),ESRRG,(0.929070929070929),GLIS1,(0.911088911088911),SNAI2,(0.875124875124875),ZIC1,(0.874125874125874),KLF3,(0.856143856143856),MTF1,(0.834165834165834),
VGLL2	chr6	117265557	chr6	117267834	117268798	0.976024	TFCP2,(0.997002997002997),NR2F6,(0.996003996003996),RXRA,(0.942057942057942),NR2E1,(0.899100899100899),NR5A1,(0.898101898101898),NR4A2,(0.861138861138861),
VGLL2	chr6	117265557	chr6	117328187	117329075	0.985015	RORC,(0.998001998001998),PPARD,(0.996003996003996),RXRA,(0.993006993006993),RORA,(0.982017982017982),RXRG,(0.964035964035964),NR4A2,(0.959040959040959),NR2E1,(0.862137862137862),
WDR60	chr7	158839244	chr7	158863470	158864428	0.973027	KLF3,(0.994005994005994),TEAD1,(0.99000999000999),NR2C1,(0.985014985014985),PPARD,(0.983016983016983),BACH1,(0.98001998001998),NR1I2,(0.98001998001998),ATF3,(0.97002997002997),MEIS2,(0.97002997002997),NR3C1,(0.951048951048951),TGIF2,(0.934065934065934),NR2E1,(0.87012987012987),
WDR82	chr3	52278649	chr3	51967070	51968044	0.981019	KLF3,(0.949050949050949),ZIC3,(0.917082917082917),PPARD,(0.88011988011988),
WDR82	chr3	52278649	chr3	51968089	51968735	0.953047	KLF3,(1),ZIC3,(0.999000999000999),NR4A3,(0.994005994005994),PPARG,(0.991008991008991),ESR2,(0.982017982017982),NR2E1,(0.974025974025974),MTF1,(0.961038961038961),
WWTR1	chr3	149724788	chr3	149299876	149300892	0.969031	JUN,(1),NR4A2,(1),TP73,(1),MEIS1,(0.999000999000999),SMARCC1,(0.999000999000999),BACH2,(0.998001998001998),RXRA,(0.998001998001998),BACH1,(0.997002997002997),PPARD,(0.997002997002997),JUNB,(0.996003996003996),MTF1,(0.996003996003996),FOSL2,(0.995004995004995),FOSB,(0.995004995004995),NR2F6,(0.988011988011988),NR2F1,(0.985014985014985),JDP2,(0.977022977022977),MITF,(0.972027972027972),FOSL1,(0.93006993006993),RARB,(0.918081918081918),RXRG,(0.916083916083916),RXRB,(0.871128871128871),
ZBTB43	chr9	126805005	chr9	126805590	126806468	0.975025	BACH1,(0.99000999000999),MAF,(0.989010989010989),RXRG,(0.988011988011988),SMARCC1,(0.986013986013986),MEIS1,(0.973026973026973),RXRA,(0.95004995004995),FOSL1,(0.946053946053946),NR2C1,(0.93006993006993),FOSL2,(0.913086913086913),JUN,(0.907092907092907),JDP2,(0.89010989010989),NR2F2,(0.868131868131868),TGIF2,(0.828171828171828),KLF3,(0.827172827172827),JUNB,(0.816183816183816),
ZCCHC17	chr1	31296981	chr1	31361651	31362638	0.968032	NR2E1,(0.994005994005994),TCF7L2,(0.989010989010989),MYOD1,(0.986013986013986),RARB,(0.883116883116883),
ZCCHC9	chr5	81301582	chr5	81234876	81235885	0.972028	CREB3L2,(0.988011988011988),TCF7L2,(0.986013986013986),MXI1,(0.985014985014985),NPAS2,(0.982017982017982),MYC,(0.978021978021978),SMARCC1,(0.966033966033966),FOSL1,(0.964035964035964),ESR2,(0.961038961038961),NR3C1,(0.959040959040959),PPARG,(0.953046953046953),ESR1,(0.934065934065934),MEIS1,(0.922077922077922),MYCN,(0.876123876123876),ATOH1,(0.876123876123876),NR2C1,(0.821178821178821),
ZNF44	chr19	12294899	chr19	12788275	12789092	0.964036	RARA,(0.999000999000999),ESR2,(0.992007992007992),PPARA,(0.985014985014985),PPARG,(0.962037962037962),HES1,(0.921078921078921),PPARD,(0.907092907092907),TP73,(0.841158841158841),
ZNF532	chr18	58862923	chr18	58998389	58999383	0.977023	ESR2,(0.998001998001998),NR4A3,(0.956043956043956),
ZNF532	chr18	58862923	chr18	59054566	59055554	0.969031	MAF,(1),PPARD,(0.999000999000999),RARA,(0.999000999000999),RXRA,(0.999000999000999),RXRG,(0.995004995004995),NR2F1,(0.99000999000999),NR2E1,(0.985014985014985),NR3C1,(0.982017982017982),RXRB,(0.974025974025974),HNF4G,(0.959040959040959),RORA,(0.956043956043956),NR2F2,(0.913086913086913),RORB,(0.895104895104895),NR1H3,(0.819180819180819),
